label,tweet
sadness,Aku merasa seakan-akan rasa sakit ini takkan pernah berakhir.
joy,Istimewanya Sedekah di Hari Jumat
love,Momen di mana kamu melihat pasanganmu dengan mata penuh kasih dan merasa beruntung memiliki mereka di hidupmu. ð«â?¤ï¸? #LuckyInLove
fear,Momen di mana perasaan takut membuatmu merasa seperti kamu harus berlari dari ancaman. ð?â?âï¸?ð¨ #FleeingThreat
fear,Pikiranku dipenuhi dengan rasa takut akan apa yang mungkin bersembunyi di dalam kegelapan.
joy,Dapet driver [USERNAME] orang Batak marga Tampubolon (nama depan disembunyikan) yang seumuran. Udah deh di jalan ngobrol ketawa-ketawa serasa lagi ngobrol sama sepupu sendiri. Halak hita dang adong matinya! Mauliate godang lae hu! Horas!
sadness,'Beda sama gue yang ada tugas dikit ngeluh
joy,'Gurindam 12 karya Raja Ali Haji
sadness,Aku merasa seperti aku tak memiliki cukup kekuatan untuk menghadapi rasa sedih ini.
joy,'Yap! kalau mau jodoh yang baik
sadness,'Momen di mana kamu merasa seperti kamu berjalan di jalanan yang sepi
joy,'Disini tempat ternyaman
sadness,'[askmf] makin gue dewasa
joy,'[USERNAME] [USERNAME] Terima kaaih pak Kwik
anger,[USERNAME] tolong akun saya ini kenapa tidak bisa masuk ke aplikasi my indihome .setiap kali mau masuk selalu minta kode verifikasi ke nomer yang dulu sedangkan no yang dulu sudah di blokir oleh pihak telkomsel .tolong dan mohon di bantu
joy,Sukses membagikan pengetahuan dan keterampilan dengan orang lain membawa kebahagiaan yang tak terhingga. ðð¤ #Sharing
joy,'Berangkat pagi2 ngajar ampe jam 10
joy,'dulu tiap hari main game mulu
anger,'[USERNAME] Nyampe kampus mau daftar ujian aika
sadness,'Hari minggu suka bolos ke gereja hanya karna nobar power rmarahs dirumah teman sampe rumahnya penuh
anger,Kenapa tak minta UMKM Jakarta produksi tong sampah dr stainles steel? Katanya mau mengurangi pengangguran. Lebih 9 milyar diberikan ke jerman&gt
love,'Cinta adalah menghargai setiap momen yang kamu habiskan bersama seseorang
anger,ah eyang pelit tidak-saya carin istri ke tujuh nih
joy,'Kemarin sore dapat customer yang order grabcar [USERNAME] 
anger,Jangan cuma nulis di sini. Ngomong sama si mulut jamban [USERNAME]
fear,'Ah jadi emo anjir ga berasa udah mau jadi mahasiswa aja
love,'Padahal papa ingin sekali menangis seperti mama dan memelukmu erat-erat. Yang papa lakukan hanya menghapus sedikit air mata di sudut matanya
joy,'Congrats for me
anger,[USERNAME] siang min. Knpa saldo bonus tcash saya tidak ada. Padahal saya udah banyak dapat sms pemberitahuannya. Dan saya langsng aktivkan tcash walet. Mohn bntuanx. Trmaksih min
love,ini knapa menurut sy bagusnya Al Qur'an itu bukan sekedar dibaca.. dalam tafsir juga kadang ada penyebab knp ayat tsb turun.. yg bawa arti yg atas adalah tafsirnya [URL]
anger,'Enggak perlu banyak berandai-andai
love,Karena Cinta Yang Sesungguhnya Berasal dari Hati.. Di Rasakan Oleh Hati.. Di Ungkapkan Lewat Hati Yang Di Terjemahkan Ke Dalam Setiap Bait Bait Puisi..
anger,Namanya juga SENGKUNI pak ! JANJI mau JALAN KAKI Jogja - Jakarta juga TIDAK DIPENUHI......................SENGKUNI...........................................SENGKUNI !!!!!
sadness,'Mencoba bikin pudding Percobaan 1
fear,Terus.. Baca komen2nya pada bilang kalo musik itu haram. Dan bla bla. Nah disini aku tau. Kalo fanatik kan emang gaboleh. Tp kalau sekedar suka gitu gimana?
sadness,'iya
anger,Loe mau ngatain gw bencong apa lah terserah loe yg pasti gw gak merasa gw bencong loe lupa yg udah ngewe sama gw Giliran gw gak ngeladenin loe lagi loe bilang bencong Ehmmmm kasian bgt hidup loe
love,'[USERNAME] Semuanya. Entah knp ya semua bias gua bikin gua kadang lupa kalo gua itu butiran debu. Mereka tuh bener2 bisa bikin gua jd spesial
sadness,'[USERNAME] kalo gue sik emang abis kehilangan seseorang yang deket
anger,'efek pemilu itu toksik
joy,'Muhammad Ali lebih dari sekedar petinju. Ia Muslim terbaik
fear,Aku merasa takut saat aku merasa seperti ada yang menarik kakiku dari bawah tempat tidur.
sadness,Terlalu miris melihat org yg berkedok apa laginseorg oendidik agama namun tak pernah bijak menggunakan tata bahasa menyinggung org lewat media sosial.
anger,[USERNAME] Buka rekening baru di mandiri ribet harus ada no tlp rumah or kantor? Terus klo pekerja di pasar ga bisa nabung di mandiri donk??
joy,ngakak bgt yaallah next time kita adain MnG part 2 ya wkwkwk engga ih ga buluk tetep cantik koo yuhuu luvsss
sadness,'separah inilah aku yang tak mengerti bahwa ada fitur sms banking dan i-banking. okay i'm done~ btw terimakasih sudah menjadi yg tersabar menghadapi diriku yg gapteknya gak ketulungan
sadness,'[Askmf] coba deh sekali aja lu jd gue
sadness,'Aku sudah pernah memberi kesempatan kedua
love,'[USERNAME] jago masak
sadness,'Tapi agak sedih itu
sadness,'Yuk
sadness,'Sayang
sadness,Aku merasa hancur oleh rasa sedih yang merajalela dalam diriku.
fear,Aku terlalu takut untuk pulang ke rumah dan memutuskan menghabiskan malam di supermarket itu hingga pagi.
sadness,Momen di mana kamu merasa seperti kamu terjebak dalam lingkaran kesedihan yang tak kunjung berakhir. ðð¢ #NeverEndingSadness
anger,'ganti provider aja
anger,'Betul sekali
joy,'Terlepas dari pengalaman yang kurang mengasyikan di stadion
love,'i love you. i love you so much. aku sering bgt ngomong gini ke kamu
joy,'Temen SMA w nih 
love,Momen di mana kamu merasa begitu dekat dengan seseorang sehingga kamu merasa seperti kamu telah mengenal mereka selamanya. ð¥ð #EternalConnection
joy,Tidak ada yang lebih patut disyukuri selain kita bisa menikmati alam semesta beserta isinya dengan tubuh yang berdiri tegak dan nafas yang bahagia #vitaminsea [URL]
anger,'kasian!!! Itu ga ada urusan dgn gw salah ga usah dibela
anger,'Kesel sekesel keselnya soal kasis Via Vallen. Kenapa dia yg berani speak up malah dihujat? Yg ikut menghujat sesama perempuan pula! Sedih rasanya kok ya cewek2 ini nyuruh si via vallen diem aja. Ini pelecehan loh
fear,'Ih Ngeri
love,'sebucin itukah aku? itu karena aku tulus sayang sm kamu maaf ini emg fakeworld
fear,'Aku gak salah bila mohon pd [USERNAME]
sadness,'Hari keempat
anger,'Pembukaan tidak pernah di AMANDEMEN CEBONG BUSUK ATAS BERKAT RAHMAT ALLAH YANG MAHA KUASA... LO BACA PEMBUKAAN UUD1945
joy,[USERNAME] Percayalah....setiap ada cobaan.pasti di balik itu semua ada hikmahnya...dan menguji seberapa jauh kita berusaha menjalaninya...
joy,okok yung eciye sepertinya mau curhat sms saja yaw wahaha tragedi apa ini serius amat sepertinya
love,Ketika kamu merasa begitu dekat dengan seseorang sehingga kamu merasa seperti kamu dapat mengisi kalimat yang belum selesai di pikiran mereka. ð¬â?¤ï¸? #MindReading
sadness,'Kadang pengen gitu balik lagi jadi anak sd
anger,'Gini ya
joy,Ini orang ajaib sih..tadi bisa juga becandaan receh gitu sama dia. Gue nyeletuk ngomong apa gitu trus dia tau2 ngakak. Kaget saya. Tapi seneng.
joy,'Cringe sekali ya?! Hahaha. Cuman mau bilang
joy,makasih homo haha iya hapy birthday ayu heheh sudah tua saja nih hehe
love,'Cinta adalah menghormati dan mengapresiasi jalan hidup seseorang
fear,sejak kapan saya ngfolow dia dan semenjak kapan saya di folow back ini aneh
anger,Belajarlah ONTIME mister olala. Ckp sdh setahun trs2 an telat. Rmh dkt. Ditegor kitudeui2... Jubras jebris.. Punyan panyun.. Batur mah 3X salah lsg SP 3... krg sabar kumaha deui aku.
fear,Ketika perasaan takut membuatmu merasa seperti kamu tenggelam dalam kegelapan yang menakutkan. ðð± #SinkingIntoFear
love,'Kenapa pasangan seringkali diibaratkan sebagai ''rumah''? Karena rasa nyaman bersamanya senyaman berada di rumah
joy,sok tahu sangat deh wkwk haha daripada tidak-ada yang mapin aph coba ini orang wkwkwk
fear,'Aku cuma takut aku terbuat dia kecewa ini peluang terakhir
love,'[Satu menit kemudian] Ternyata bukan dari satu menit yg lalu
joy,'[USERNAME] pendidikan mah nomor 1 donk za haha.. btw gw kyknya milih nyekolahin anak negeri aja
fear,Momen di mana perasaan takut mengganggu pikiranmu dan mengusik ketenangan. ð§â?âï¸?ð¨ #DisturbingMind
sadness,'[USERNAME] [USERNAME] [USERNAME] Begitulah mereka. . . Benar kata pepatah ''kemarau setahun dihapus hujan sehari'' Miris sekali negeri ini. . . Sebegitunya demi kepentingan tertentu. . .'
love,'Momen di mana kamu merasa begitu terhubung dengan emosi dan pikiran seseorang
sadness,'Hari ke enam dikota ketiga
love,'Cinta mengerti apa yang tak diungkapkan
sadness,Sejujurnya masih sesedih itu gak bisa nurutin ambisi yang selama ini dipengenin. Tapi emang harus belajar ikhlas. Ridho. Benar-benar menyerahkan semuanya ke Tuhan. Kudu legowo.
anger,Cuma ada aja manusia yang nggak ngerti posisi si panitia tersebut. Dengan seenaknya minta ganti tempat hanya gegara maksimal nongkrong adalah 3 jam. 3 jam masih kurang? Ebuset wkakaka
love,Karena seluruhku mencintai apa yang ada di dirimu. Melekat menjadi indah. Cinta lekukan tubuh dan semua sisimu. Segala ketidaksempurnaanmu yang sempurna menjadi milikku. [URL]
anger,'Gurl
joy,'[USERNAME] [USERNAME] Dan lebih tenang
sadness,'[USERNAME] Gak perlu bang Karni
anger,'Lah elu yang harusnya ditanya teh
joy,'sukadeh sama temen yg ngetweet konten2 yang ''berwawasan'' 
sadness,'Di malam ini
anger,'Ada seseorang merasa pancasila
sadness,'Ini yg kakek nenek gue pengin stop dari keluarga gue
sadness,'Penyakit andalan dr jaman sma ampe skrg Pinggang encok Antara salah tidur
joy,Sedikit pun .. bersyukur .. berbagi dengan yang sama sama berjuang mencari ikhlas .. mengucap syukur alhamdulillah .. semoga bermanfaat Terima kasih
anger,'[USERNAME] saya kan datang untuk bertanya
sadness,Tanpa jarak maka kerinduan hanyalah angan Tanpa jarak maka tak akan jelas aku melihat kerupaanmu Tanpa jarak maka tak ada yang benar-benar aku nanti
sadness,'*Ngbrol masalah gaji* Atasan aing : waktu itu gmna sih ndre detail gajimu? Yg di jelasin pak **** Aing: gatau pak
sadness,'Ketika jempol imut ini udah ngetik isi hati yang lagi gundah gulana ini sekita mikir untung nya apa ya ngeluarin unek-unek disosmed ada juga semua makhluk sosmed tau aib-aib yang hanya untuk konsumsi sendiri nd malah kita diketawain so mikir'' lagi'
anger,Ahoker PDIP ini kenapa ya gak pernah obyektif menilai prestasi? Kenapa Ahok selalu diklaim paling berprestasi? Penyesatan opini publik adalah jahat menurut saya sih [URL]
anger,'[USERNAME] .... Harga sepatu saja 13
anger,[USERNAME] [USERNAME] [USERNAME] [USERNAME] trus emangnya klub lo gak numpang gitu sama pemprov hahaha udah punya stadion pribadi dari manajemen persebaya kah ? persija mampu sewa gbk knapa lo ribet hahaha jancoook jancook
joy,'Lanjut di #PanoramaCantik bareng Lia Sobat Cantik
love,Mungkin ini aneh dan gak relevan tapi aku baru sadar hal yang paling bikin aku cinta bat ama jogja itu adalah vibe nya kek blitar. Jogja mengingatkan ku pada Blitar begitu pula sebaliknya
love,'Merawat cinta itu tidak hanya butuh kesabaran
joy,'Happy Birthday Sarii [USERNAME] all the best
anger,Cieee yang uda sering dapat DM begituan ciee Makanya bisa bilang gitu ke mba via vallen. Ciee iri karena gadapat DM dari pemain bola buat dilecehin [URL]
sadness,'Dulu
fear,'{MU} guys aku mau ngecat rambut
fear,'barusan w mau ke kamar mandi trs sampingnya kan kamar si mbah kan trs dia lagi nyanyi (nadanya doang gapake lirik) lagu jawa dong trs w tanya kan mbah knp belom tidur trs dia ngomong ''ora usah ndok ora usah ndok'' berkali kali sambil kek ngusir gitu w takut dong sampe gajadi pipis'
sadness,'Aku gatau. Aku ingin menjagamu supaya cukup biaya hidupmu. Tapi aku sudah pada batas ku. Dan aku juga punya kebutuhan. Menurut ku gaya hidupmu tinggi
joy,'Alhamdulillah 'ala kulli haal
anger,'Akhirnya jamaahnya tercuci otak
joy,Terima kasih temen2 HMJ D3 Keperawatan Stikes Al Irsyad Cilacap sudah berbagi kebahagiaan bersama mbah kakung dan mbah putri [USERNAME] [URL]
fear,seru bgt jadi manusia.. bnyk berhubungan sm manusia yg lain. seru sih seruuu tapi kadang2 ngebingungin jg.. atau jd gaenak.. atau malah atau atau. ya tapi mo gimana.. kelebihan ngontrol ga baik.. lepas tangan ga bener.. sembunyi apalagi. yaudahh dijalanin one step at a time aja.
love,'[USERNAME] Gitu lah pokoknya. Tapi mamaku sabar banget. Kl lagi liburan smt gini aku suka bobo bareng sama mama. WKWKWK. Selera fashionnya juga bagus
sadness,'Ekspektasi Emak : makanya kamu jangan capek-capek jadi sakit kan main mulu sih Realita : sokorr 
sadness,masih ikut dengan mertua rasanya nano nano bgt... nyari rumah buat di kredit juga susah bgt... posisi lagi hamil anak pertama.. kadang bikin emosi naik turun... pengennya mandiri tapi mungkin belum saatnya..
joy,halo laskar matahari kami datang!. kami akan ikut meramaikan event team circus team k3 terakhir di kota solo!. see you nanti siang [USERNAME]
sadness,Habis baca cerita yg menceritakan kehidupan berumah tangga dimana ada satu wanita yg selalu disakiti karena ketidakberdayaan seorang laki2. Si laki Dilema antara harus menuruti kemauan ibu atau kemauan hati nurani sendiri untuk memperjuangkan istrinya.
sadness,'Ada yang hancur karena sifat sombong
joy,Malam malam masih makan juga??? Efek perut kunyel kunyel kepengen diisi ya kayak gini Dinikmati wae Yo #anakperantauan #anakkost #maklumlahyo
love,'Yunjin pas perkenalkan peserta di ig langsung jatuh Cinta pas liat fotonya
sadness,'[USERNAME] Masalahnya banyak bgt sih yg gamau belajar dari sejarah. Padahal sejarah dunia ya gitu2 aja
joy,'Ketika kamu berhasil menyelesaikan proyek seni yang sulit
joy,'Jangan lupa bermain dan jangan terlalu sibuk untuk berfikir
sadness,Rasa sedih ini membuatku merasa seperti aku tenggelam dalam lautan air mata.
love,'99. Gatau kenapa deh nyaman aja sama dia
anger,Lu pikir nikah itu cuma sebatas hidup bareng sama orang yg lu sayang? Cuma sebatas identitas status di ktp? Atau cuma sebatas ena ena? Deeemmm Helaaaawww
joy,'Di SD-SMP gue dulu kalau ada yg ketahuan bawa artikel terkait Pornografi
anger,'Indikasi Bakal Terjadi Di Akhir Tahun 2018 atau Pertengahan 2019 Para Banteng saling adu kepala
joy,'DONE!! Kata Pak Suami biar tambah rajin belajar masaknya sa ae ah Btw tengkyuuu bosss adhe_khadoet besok lagi yaa
sadness,sekarang mah belum bisa nyengir masih stay sama emot itu memang kenapa sih kalau suatu sat us kaya tidak-happy begitu suatu sat saya bahagia :(
fear,'Lisa
joy,'Karna orang(presiden kita jkw)ini memang dapat amanah buat mengerjakan ini
joy,'[USERNAME] @8rianna_ Hadir min
fear,'Eh asli ya gue udh nonton emang serem bgt sih aslinya tuh dia gamau ngebunuh org
sadness,'Intinya
joy,Ketidak mampuan aku untuk tidak menangis dan memikirkan itu sulit.. sesulit menenangkan hati ini..
anger,'Mngkin wajar kalo ada org Islam agak kesel denger cewek (berbusana minim & agak tengil) ngomong pake bhs Arab. Karena bhs tsb bhs yg cukup sakral buat org Islam. Tp ga bisa dipungkiri kalo org Arab ga smuanya taat
joy,'[USERNAME] Rambut aku kering
love,Tp iya sih dosa lo banyak sm gue. Tp aku tetep cinta kok muahh
love,'Habis diem
sadness,[USERNAME] klo aku sih bukber krena aku cuma di indonesia smpe akhir bulan dan baru balik ke indonesia after 14months jdi aku harus bukber malah maksa. klo km punya temen yg kayak aku apa km tetep gk mau ikut? :) temen deket gk ktemu 14bulan
anger,'Serius
fear,benar sekali terutama menyebrang di Jalan Margonda. Dari kelapa dua - pertigaan Juanda mungkin hanya ada 3-5 zebra cross. Motor-mobil semuanya ngebut sehingga jadi takut kalau nyebrang. Sekalinya nyebrang malah jadi khawatir kendaraan ngerem mendadak
sadness,'Kukira kita bisa berteman
sadness,Momen di mana kamu merasa seperti kamu berusaha menemukan arti di dalam kehampaan yang melingkupi. ðð? #SearchingForMeaning
joy,'Sungguh [USERNAME] adalah rahmat bagi seluruh umat. Jangan dikotori dengan tindakan fanatik berlebih. Tunjukan bahwa kita adalah pembawa kedamaian di muka bumi. Mie sedapmu adalah untukmu
love,'Saat kecil
anger,'Saya tidak mudah di jatuhkan hanya dengan omongan Manusia lemah yg terus mengeluh :) Jika anda ingin menjatuhkan Saya
sadness,'Wah kalo gt anda udh menormalisasi bentuk pelecehan terhadap diri anda sendiri dong ya
love,'Meneriakkan namamu di deras hujan
sadness,'[USERNAME] [USERNAME] [USERNAME] Kok sedih ya baca ini? Apa kabar ibu2 yg cmn fokus urus anak dan ibadah
sadness,[USERNAME] [USERNAME] [USERNAME] Demokrasi kita memang lagi mundur saat ini krn kebebasan berekspresi terus menerus di pantau oleh penguasa.
sadness,'[USERNAME] karena mereka gak mengenal rasa tanggung jawab
love,'Cinta takkan pernah berjalan sendirian
fear,'[USERNAME] Trend. Permintaan pasar begitu. Diriku mau sih jadi influencer yang baik
joy,'Inget ga??
love,'Bila mungkin sekarang aku merasakan betapa aku semakin mencintaimu itu bukan berarti gombal ataupun berlebihan
anger,[USERNAME] Jadi pemimpin gubernur harus pikir mateng2 menciptakan pekerjaan Kembangkan tong sampah buatan indonesia anti bocor dan lain2 untuk di beli kebutuhan dalem negeri bukan beli impor tong sampah
anger,Anjir. Ini anak macam apa? Eike aja ngidam ayam WOW tinggal gofood ga nitip2 kesiapapun.. 19 tahun mah ngerti keles teknologi kek gmn.. ini antara dimanjain ga ketulungan atau ga cari perhatian ortu tapi caranya bocah bgt
sadness,'Tengah ddk baca replies dkt bwh ni
joy,sukaaa bangeet dan suka telat emang wkkw. yang tau lagu ini notabenenya pas di konser . maap ku karbitan otw bucin huhuhu nangis dompet saya. [URL]
sadness,'[USERNAME] Iya bener kak. Waktu setahun skip minum obat itu
sadness,'lu ngapa si galau mulu:( lu kalo galau banyak diem
joy,'Kayaknya sudah lama sekali tidak mengisi materi dalam acara Fortasi. Tiba-tiba ada yg menghubungi dari Muallimin untuk menjadi pemateri. Wah
love,Cinta adalah memberikan perhatian penuh dan hadir dalam momen saat bersama seseorang yang kamu cintai. ð°ï¸?ð #PresentLove
anger,[USERNAME] Mas Adie biasanya para pecundang memang kaya gitu...selalu berharap hal terburuk menimpa negri ini sambil meperkeruh suasana .... dengan harapan ada kesempatan untuk mencuri kekuasaan...#2019IstiqomahJokowi
anger,'Pas masuk udah bilang
joy,'dan demi apapun... walaupun hasilnya tak seperti yang saya harapkan
sadness,Ketika kamu merasa seperti kamu hanya bisa menonton hidup berlalu tanpa memiliki kendali atas apa yang terjadi. â?³ð #HelplessObserver
love,I am so fall in cinta with this song. Secara jatuh cinta mendengarkanya. Ternyata dirilis 2016 dan aku baru tau sekarang. [URL] [URL]
anger,'[USERNAME] aku bukanlah para penjilat pantat zohri seperti kalian
anger,'Bingung masih bisa nyalahin perempuannya.. Mau dia bule kek
sadness,maaf jika saya bolak balik reply mohon bantu share.maaf jika kalian anggap itu nyampah.anjing ini sangat berarti bagi saya...maaf kalo terdengar lebay dan dramatis tp anjing saya ini bener baik dan setia.makanya saya sayang bgt sm dia. sekali lagi maaf yang merasa terganggu
fear,'[USERNAME] yah berarti gua dosa dong? masalahnya nyokap gua kl nyuruh guaa beli kopi ga ditanyain kmbaliannya
fear,Saat aku mendengar suara pintu yang berderik-derik sendiri
fear,'berdesakan..bejubelan
anger,[USERNAME] [USERNAME] .... Ini aja membuktikan anda sudah TIDAK BENAR.....!!! MASA NAPI KORUPTOR BISA PUNYA HP DI PENJARA ITU SDH MELANGGAR ATURAN.... DAN ANDA DG ENAKNYA MELANGGAR ATURAN...!! INI MENANDAKAN BAHWA ITULAH KARAKTER ANDA.
love,Membuat kita dapat secara tidak langsung menyatakan suatu perasaan yang dalam kepada seseorang. Memang cinta yang teramat sayang akan memberikan kenyamanan dan ketenangan hati. [URL]
joy,'The greatest showman ini film musikal. 60% isi filmnya nyanyi2. Dan karena gw pribadi suka bgt genre kek ini
anger,'Karena yang komen julid begichu 1. juga pengen di DM sama si pelaku 2. Uda pernah di DM dan hayuk hayuk aja diajak enak enak 3. Otaknya kagak dipake
love,'Ada aku
fear,'[USERNAME] Wkwkwk laah aku yg masi menata hati dan menata diri stlh menjombs
sadness,'Pak Wagub
love,'Mungkin move on juga ingin mengajarkan kita untuk LEBIH TULUS memaafkan
joy,'Baru kali ini ngerasa sukarela nyebarin kegiatan yang disukai dan bermanfaat juga. Tanpa diminta nyebarin pun
anger,[USERNAME] [USERNAME] [USERNAME] Sy ga butuh jawaban yg template kak.. ini org [USERNAME] mana ya kok ga ada jwab...sy udh order dr tgl 28 Mei lho.. dan sampe skrg blom sampe brgny..
joy,Agak telat ramai nya ya dok... Alhamdulillah sudah paham sejak lama banget jadi geli aja baru pada ramai sekarang hehehe... [URL]
fear,Saat aku melihat bayangan bergerak di sudut mataku
fear,Ketika kamu merasa seperti kamu harus menemukan cahaya di tengah hutan ketakutanmu. ð¦ð¨ #SeekingLightInTheDark
sadness,'Saat kamu merasakan kehampaan yang mendalam
anger,saya ganteng tidak-suka mati saja kamu
fear,Ketika kamu merasa seperti kamu harus melawan perasaan takut yang terus menyerang. ðð¨ #FightingRelentlessFear
sadness,Momen di mana kamu merasa seperti kamu hanya bisa merenungkan tentang semua yang telah hilang dalam hidupmu. ð­ð #Losses
anger,Ketemu narasumber nyebeli.. banyak.. kalo bisa tak blokir satu aatu narasumber yg maksa minta diliput ato udh diliput tp minta cepet2 ditayangin. Kita kan ada jadwal nya mas dan mbak..
anger,Momen di mana kamu merasa seperti kamu bisa merobek segala sesuatunya karena kemarahanmu. ð¡ð #TearingApart
joy,'Briefing . Meeting dgn tim TBR persiapan Hijab Expo di Kota terCinta . Otw bandara
sadness,'Gabisa sayang :( Kecuali anak s1 mau ke s2 psikologi masih bisa
love,'kalo dokter dipanggilnya ''dok'' - kalo suster dipanggilnya ''sus'' - nah kalo apoteker? ''ap''
anger,[USERNAME] ini air di kemanggisan mati dari sore?? Gak ada info apa2 udh lapor katanya dr sistem gak ada gangguan tapi air mati. Ah serasa hidup di alam gaib.
joy,'Ahahaha. Gemes duo dumberku ini. Asuma ngucapin ulang tahun ke Oikawa hSHAHSHAHAH. Huhuhu. Selamat Ulang Tahun
fear,'Gue pernah baca review film nya dimana yaa
love,'KENAPA GUA CINTA BANGET SAMA BANG WAWAN SEBAGAI ABANG GUA
sadness,'Wagelaseh
joy,'Udah ah makin ngelantur wkwk.. Pokoknya niatkan utk ga pake bulu mata palsu. Jgn khawatir bakal ada rintangan ini itu
sadness,Rasa hampa dan kehilangan membuatku merasa seperti aku tak memiliki harapan.
anger,'[USERNAME] Barang kiriman saya no resi 013150189591518 kok belum diantar ya? Padahal tgl 5/6 jam 09.24 wib sdh di Angke
joy,'Untuk beberapa waktu biarlah kita bekerja sebagai bawahan
sadness,'eallaaaah paaak
sadness,'Bagi anda anda yg dianugerahi gigi rapi dari lahir
fear,'[USERNAME] Yess aku terlalu pemilih dan kriteriaku suka ketinggian gitu
anger,ini udah masuk ke proses penjualan... Tapi pas dibuka detail ko malah gini? Apakah produk sedang diproses atau diproses tgl 11?
anger,'Input absen mahasiswa ga pernah balance
anger,Gw bilang juga apa??? Kebaca benerrr kelakuan lo....
anger,'blio juga yg kasih pernyataan ofensif ke Menag pas lagi Rapat dg DPR ttg travel agent umroh-haji. Well
joy,'abis sahur
sadness,[USERNAME] [USERNAME] Iya mereka harus saling menguatkan sih. Yang penting Mino harus cerita aja ke member yang lain biar ngga beban sendiri :''''''''')
fear,'Kepastian libur krn ikut tanggalan Bank Indonesia. Jd kalo BI libur
anger,'[USERNAME] [USERNAME] yg disebut bro [USERNAME] ini mau menyindir
joy,Menyaksikan pertunjukan alam seperti bunga mekar di musim semi membawa kegembiraan yang tak terhingga. ð·ð¼ #SeasonalBeauty
anger,'Ga ada gunanya pit against another women
fear,Ketika kamu merasa seperti kamu harus berhadapan dengan monster rasa takut yang menghantui malammu. ð¾ð¨ #NightlyMonsters
anger,siapa bilang PILKADA tidak PANAS ? ini buktinya ..... ada yg MARAH-MARAH krn batal jadi Calon Gubernur Jatim
sadness,'Dua belas penerjemah dan editor berkumpul dalam workshop penerjemahan buku anak. Saat Alisha dari #roomtoread bertanya ''What is translation?''
fear,'Pas gempa jogja pernah ngerasain capek banget tapi gabisa tidur karena was-was gempa susulan
fear,'dilema
sadness,sakit memang melepas orang yang kita sayang namun jangan salah jauh lebih sakit kalau kita bertahan dengan orang yang salah ouw! </3
love,'hari ini
sadness,kali ini ku merasa cinta memaksaku untuk bicara haruskah ku menerima jika kenyataannya berbeda atau ku biarkan saja semua yang terjadi tetap seperti ini mungkinkah ku yang akan memilikinya
sadness,gasabar:( oke thankyou mimin:d iya sekitar jam waktu indonesia ya
joy,Happy Birth Day Muhammad Yazid husain Ar Rozi #happybirthday #mybaby
sadness,'mereka adlh orang orang yg berhasil terus buatku gagal ngerjain KTI. gmn engga ngetik baru dapet satu kata
anger,Kalo ini ga ada bukti berarti fitnah. Tolong [USERNAME] menindaklanjuti pernyataan ybs. Jangan sampai dianggap tidak berani ya Pak. [URL]
fear,Tapi eug takut kalo dia nanti merasa tdk mau ditemani trs menjauh trs nyindir trs ku tak enak lagi dan malas ngampus dan macam-macam akibat
sadness,'Ya
love,'sayang bgt deh sama kalian. ('': [USERNAME] kamu jg termasuk ya.'
joy,'Di hari ini
love,makasih ya buat semangat dan do'anya :-) peluk cium {} :
anger,'Ada cewe kena sexual harassment dan dia berani buat speak up eh malah dinyinyirin. Yg nyinyir cewe jg. Huhu heran deh sm netijen
joy,Akhir akhir ini banyak ketemu orang orang baik. Padahal umur mereka masih muda tapi masyaAllah ibadahnya luar biasa. Aku waktu ukur segitu ngapain aja? Sibuk sama oppa korea
fear,'[USERNAME] kyk gk mkin harga segitu om..gw yakin di range 15jt an
joy,'Yang maha membolak-balikkan hati
sadness,'Walaupun tidak terlalu banyak berinteraksi di kampus selain di kelas dan praktikum
fear,Di pesentren ini juga w dapat first experience dengan makhluk ghaib. Bentukannya masih orang tapi matanya naujubillah serem pengliatan langsung kuning. Kepala sakit berat. Ternyata w ketindisan. This is why im not interested in horror movie
sadness,'Dulu ada orang yang membawa segudang kata ajaib dan itu bisa menenangkan saya
anger,'Sudahlah tak usah pajang hadist atau ayat Allah untuk pembenaran. Karena jika kita niat baik sama sama
fear,'gue yg pagi2 mau naroh baju ke cucian dan liat kepala bayi nongol dr pintu gudang (ini keknya gue ngelantur
sadness,'Sampai jam segini
joy,'Kmrn lusa waktu break di kantin tiba2 bapak CEO duduk di samping dan cerita life after marriage nya. Ada satu hal unik yang beliau pesan ke saya jangan pernah hidup dengan mantan pecandu narkoba
anger,'Itu lah bodoh mu bong.. disuruh baca
anger,'Smp era 80an dikenal Bangsa Pemalu
anger,[USERNAME] sehat? Tiap hidupin data seluler selalu muncul notif yg pemakaian lbh dri 500mb. Terus data seluler otomatis mati. Gitu terus berulang. Padal kuotanya msih 1 Gb lebih.. Akhirnya gabisa dipakai. Respon yg solutif. Udah berkali kali kek gini ht
joy,apa juga apasih bagus dong tlvn2an sama gery nyolot2an mele wkwk heran h
joy,Momen di mana kamu merasa sepenuhnya hidup dan hadir dalam saat ini adalah kegembiraan yang membebaskan. â¨ð§â?âï¸? #Mindfulness
sadness,'Wa inii ... mantep nii Wa inii
joy,#thanks to mpmhondajatim [USERNAME] [USERNAME] #halalbihalal #jatimotoblog #2018 di #blitar bisa terlaksana tanpa kurang satu apapun... #sugimasihada #blogger #rider #touring [URL]
anger,[USERNAME] kenapa ya...slalu z obat yg urgent di hapus bpjs?ada penggantinyakah???klo ada sihh gpp...jgn kr alasan rugi terus abat2yg diperlukan diHAPUS.
